Campaign_number:;Profile_count:;Profile:;date:;Latitude_S_(digital):;Longitude_E_(digital):;Distance_to_GEF_(m):;Rope_length_(m):;Max_depth_(m):;TOB_name_in_Database:;Purpose_of_sampling:;pH_Calibration_(7):;pH_Calibration_(9):;pH_Calibration_(4):
1;1;1;81002;-1.73063;29.24313;160;60;60.89;0810021.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
1;2;2;81002;-1.73003;29.24332;230;400;336.68;0810022.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
1;3;3;81002;-1.7292;29.24324;328;400;307.96;0810023.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
1;4;5;81002;-1.72697;29.2427;557;400;295.48;0810025.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
2;5;2;81009;-1.734583;29.242792;268.6;80;79.58;0810092.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
2;6;3;81009;-1.732267;29.24295;0;380;360.09;0810093.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
2;7;5;81009;-1.71755;29.243675;290.8;380;348.67;0810095.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
2;8;8;81009;-1.73695;29.24234;504.5;360;351.19;0810098.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
2;9;9;81009;-1.737083;29.243767;555.4;80;70.84;0810099.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
3;10;5;81016;-1.731308333;29.24315;72;300;298.2;081016_5.TOB;Near Plant Monitoring/KP1/2008;7.09;8.85;4.08
3;11;7;81016;-1.732225;29.2422;71;360;360.66;081016_7.TOB;Near Plant Monitoring/KP1/2008;7.09;8.85;4.08
3;12;8;81016;-1.732741667;29.24258333;0;300;298.2;081016_8.TOB;Near Plant Monitoring/KP1/2008;7.09;8.85;4.08
4;13;4;81024;-1.73267;29.24268;58;360;360.12;SA241437_4.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
4;14;5;81024;-1.7328;29.24282;70;80;80.09;SA241437_5.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
4;15;6;81024;-1.73261;29.24274;50;119;118.917;SA241437_6.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
4;16;6;81024;-1.73414;29.24261;225;196;196.399;SA241437_6.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
4;17;6;81024;-1.73318;29.24278;105;194;193.97;SA241437_6.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
4;18;8;81024;-1.7364;29.24213;251;212;212.296;SA241437_8.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
4;19;8;81024;-1.73302;29.24283;107;136;136.332;SA241437_8.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
4;20;8;81024;-1.73218;29.24291;0;140;140.103;SA241437_8.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
5;21;5;81030;-1.73245;29.243475;85;259.86;259.86;SA301548_5.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
5;22;7;81030;-1.73314;29.242675;107;295.26;295.26;SA301548_7.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
5;23;9;81030;-1.7322;29.242425;47;299.39;299.39;SA301548_9.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
5;24;12;81030;-1.73155;29.242725;72;298.88;298.88;SA301548_12.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
5;25;14;81030;-1.73376;29.242908;181;298.45;298.45;SA301548_14.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
5;26;16;81030;-1.73349;29.242958;150;294.73;294.73;SA301548_16.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
5;27;17;81030;-1.73209;29.243908;119;248.66;248.66;SA301548_17.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
5;28;18;81030;-1.73197;29.2444;177;299.29;299.29;SA301548_18.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
5;29;19;81030;-1.73251;29.243742;109;199.91;199.91;SA301548_19.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
5;30;22;81030;-1.73218;29.242908;0;180.17;180.17;SA301548_22.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
6;31;2;81104;-1.73273;29.24282;61;80;80;SB041316_2.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
6;32;3;81104;-1.73318;29.24253;116;81;81;SB041316_3.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
6;33;7;81104;-1.73349;29.24244;153;80;80;SB041316_7.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
6;34;9;81104;-1.73262;29.24285;46;159;159;SB041316_9.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
6;35;10;81104;-1.73304;29.24297;97;159;159;SB041316_10.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
6;36;11;81104;-1.73256;29.24329;66;159;159;SB041316_11.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
6;37;13;81104;-1.73242;29.24241;54;157;157;SB041316_13.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
6;38;16;81104;-1.73336;29.24289;136;158;158;SB041316_16.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
6;39;17;81104;-1.73424;29.24302;231;158;158;SB041316_17.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
6;40;18;81104;-1.73273;29.24348;95;158;158;SB041316_18.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
6;41;19;81104;-1.73327;29.24438;210;157;157;SB041316_19.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
6;42;20;81104;-1.73092;29.24442;225;160;160;SB041316_20.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
6;43;22;81104;-1.73131;29.2439;154;161;161;SB041316_22.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
6;44;23;81104;-1.73163;29.24356;101;164;164;SB041316_23.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
6;45;24;81104;-1.73198;29.24323;50;160;160;SB041316_24.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
6;46;25;81104;-1.73221;29.24288;0;159;159;SB041316_25.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
6;47;26;81104;-1.7323;29.24288;0;179;179;SB041316_26.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
6;48;28;81104;-1.73225;29.24275;0;160;160;SB041316_28.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
6;49;31;81104;-1.73209;29.24282;0;159;159;SB041316_31.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
7;50;2;81113;-1.7323;29.24287;0;180;180;SB141423_2.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
7;51;4;81113;-1.73218;29.24282;0;180;180;SB141423_4.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
7;52;5;81113;-1.73221;29.24277;0;180;180;SB141423_5.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
7;53;6;81113;-1.732108;29.242825;0;180;180;SB141423_6.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
7;54;17;81114;-1.73221;29.24277;80;80;80;SB141423_17.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
7;55;18;81114;-1.73132;29.24278;102;80;80;SB141423_18.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
7;56;19;81114;-1.73168;29.24278;56;160;160;SB141423_19.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
7;57;20;81114;-1.731192;29.2427;109;160;160;SB141423_20.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
7;58;21;81114;-1.732258;29.242308;59;160;160;SB141423_21.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
7;59;22;81114;-1.732317;29.242058;89;160;160;SB141423_22.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
7;60;23;81114;-1.732658;29.242908;59;160;160;SB141423_23.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
7;61;24;81114;-1.732983;29.24285;90;160;160;SB141423_24.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
7;62;25;81114;-1.733558;29.242758;154;160;160;SB141423_25.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
7;63;26;81114;-1.733917;29.242525;202;160;160;SB141423_26.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
7;64;27;81114;-1.734942;29.242675;308;160;160;SB141423_27.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
7;65;28;81114;-1.735767;29.243117;386;160;160;SB141423_28.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
7;66;29;81114;-1.731933;29.243292;57;160;160;SB141423_29.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
7;67;30;81114;-1.731767;29.243483;85;160;160;SB141423_30.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
7;68;31;81114;-1.731592;29.243667;114;160;160;SB141423_31.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
7;69;32;81114;-1.73125;29.243975;163;160;160;SB141423_32.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
7;70;33;81114;-1.731058;29.244167;193;160;160;SB141423_33.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
7;71;34;81114;-1.730717;29.244583;253;160;160;SB141423_34.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
7;72;36;81114;-1.730167;29.245275;352;160;160;SB141423_36.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
8;73;2;81124;-1.7311;29.24361;145;80;80;SB241541_2.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
8;74;4;81124;-1.73111;29.24277;120;80;80;SB241541_4.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
8;75;5;81124;-1.73255;29.24265;48;160;160;SB241541_5.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
8;76;7;81124;-1.73322;29.24287;116;160;160;SB241541_7.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
8;77;14;81124;-1.73367;29.24251;170;160;160;SB241541_14.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
8;78;15;81124;-1.73397;29.24268;200;160;160;SB241541_15.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
8;79;18;81124;-1.73449;29.24316;261;160;160;SB241541_18.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
8;80;19;81124;-1.73243;29.24332;61;160;160;SB241541_19.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
8;81;20;81124;-1.73293;29.24359;118;160;160;SB241541_20.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
8;82;21;81124;-1.73312;29.24426;187;160;160;SB241541_21.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
8;83;23;81124;-1.73303;29.24449;208;160;160;SB241541_23.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
8;84;24;81124;-1.7333;29.24475;245;160;160;SB241541_24.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
8;85;26;81124;-1.73083;29.24458;245;160;160;SB241541_26.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
8;86;29;81124;-1.73108;29.24428;200;160;160;SB241541_29.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
8;87;30;81124;-1.73139;29.24395;152;160;160;SB241541_30.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
8;88;31;81124;-1.73168;29.24358;99;160;160;SB241541_31.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
8;89;32;81124;-1.73198;29.24325;51;160;160;SB241541_32.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
8;90;34;81124;-1.73227;29.24285;0;160;160;SB241541_34.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
8;91;39;81124;-1.73222;29.24277;0;160;160;SB241541_39.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
8;92;42;81124;-1.73219;29.24288;0;160;160;SB241541_42.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
8;93;48;81124;-1.7321;29.24282;10;160;160;SB241541_48.TOB;Near Plant Monitoring/KP1/2008;7.2;8.97;4.18
